path	classification	basis
tests/test_metadata_save_wipe_1558.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_metering_session_lifecycle.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_minimax_provider.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_moa_model_picker_provider.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_mobile_layout.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_mobile_markdown_wrapping.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_mobile_reload_compression_recovery.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_mobile_scroll_jank.html	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_mobile_sidebar_header_icon_align.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_mobile_titlebar_session_actions.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_model_cache_metadata.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_model_default_boot_precedence.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_model_picker_badges.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_model_picker_escaping.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_model_picker_subgroups.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_model_resolver.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_model_scope_copy.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_model_selection_refresh_persistence.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_models_dev_reasoning.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_mpf_jpeg_redaction.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_msg_footer_wrap.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_native_image_attachments.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_new_chat_default_model_frontend.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_nix_flake_module_source.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_none_providers_config_guard.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_norm_model_id_trailing_empty_guard.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_notify_on_complete_webui.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_nous_portal_routing.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_numpad_enter_submit.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_offline_banner.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_offline_banner_theme.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_offline_soft_recovery.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_older_history_viewport_preservation.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_ollama_model_chip_label_regression.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_onboarding_existing_config.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_onboarding_mvp.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_onboarding_network.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_onboarding_oauth_single_flight.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_onboarding_static.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_openai_api_provider_alias.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_opencode_providers.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_options_content_length.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_optionz_liveview_perf.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_orphaned_tool_messages.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_oversized_metadata_field_reparse.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_parallel_session_switch.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_partial_bloat_fix.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_passkey_auth.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_passkey_login_content_length.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_pdf_html_preview.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_performance_polling_hardening.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_pin_limit_lineage_visibility.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_pinned_tail_midstream_jitter.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_plugin_model_providers.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_plugins_panel.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_polish_locale.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_pr1318_context_length_fallback.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_pr1339_fallback_providers_list.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_pr1341_context_window_persistence.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_pr1350_sse_atomic_subscribe.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_pr1350_sse_notify_correctness.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_pr1355_sse_handler_no_deadlock.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_pr1366_finalize_thinking_card_guard.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_pr1370_lineage_metadata_perf_and_orphan.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_pr1375_partial_tool_calls_sanitize.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_pr1441_ime_safari_guard.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_pr1445_opus_followups.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_pr1721_rtl_salvage.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_pr1947_same_model_multiple_custom_providers.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_pr1970_lmstudio_base_url_fallback.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_pr2520_extract_attachment_dir.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_process_wakeup_card_rendering.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_process_wakeup_rendering.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_process_wakeup_synthetic.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_profile_default_workspace_823.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_profile_dropdown_fast_open.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_profile_env_isolation.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_profile_home_resolve_caching.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_profile_path_security.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_profile_skills_stats.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_profile_switch_1200.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_profile_switch_ux.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_profile_terminal_env.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_profiles_route_endpoint.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_project_chip_ui.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_provider_cost_budget.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_provider_cost_chart_ui.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_provider_cost_history.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_provider_management.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_provider_mismatch.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_provider_quota_status.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_provider_sort_order.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_pure_prose_turn_not_worklog.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_pwa_manifest_csp.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_pwa_manifest_sw.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_pwa_notification_controls.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_pwa_sidebar_swipe.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_pycache_purge.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_pytest_config_isolation.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_pytest_execv_guard.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_pytest_state_isolation.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_quota_chip_settings_toggle.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_quote_entity_mangling.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_raster_data_uri_redaction.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_rate_limit_map_prune.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_raw_audio_upload.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_read_body_json_validation.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_readme_compat_section.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_real_steer.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_reasoning_chip_btw_fixes.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_reasoning_chip_js_behaviour.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_reasoning_content_replay.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_reasoning_effort_model_capabilities.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_reasoning_show_hide.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_recovered_anchor_settle_duplication.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_recovered_journal_context.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_redact_large_string_cache.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_redact_value_no_copy_when_clean.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_regressions.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_remote_terminal_workspace.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_renderer_comprehensive.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_renderer_js_behaviour.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_repair_workspace_user_turns.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_request_diagnostics_cache.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_resolve_model_provider_free_suffix.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_rollback_diff_symlink_disclosure.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_rollback_restore_symlink_containment.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_route_approvals_extraction.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_route_session_list_cache_extraction.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_routes_file_api_toctou.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_ruff_forward_lint.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_run_journal.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_run_journal_frontend_static.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_run_journal_routes.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_run_journal_seq_cache.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_run_journal_streaming_static.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_run_journal_writer_lock_evict.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_run_lifecycle_health.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_runner_client.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_runtime_adapter_seam.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_russian_locale.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_scheduled_jobs_profile_isolation.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_scroll_collapse_clamp_keeps_follow.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_security_redaction.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_security_review_fixes.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_selected_context_user_render_runtime.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_sensitive_prefilter_equivalence.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_server_port_exclusivity.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_service_worker_api_cache.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_session_action_menu_focus.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_session_action_menu_regression.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_session_active_profile_authorization.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_session_attention_badges.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_session_attention_sound.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_session_aware_vision_routing.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_session_batch_select.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_session_cache_ownership.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_session_channel_option_x.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_session_cli_scan_fast_path.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_session_copy_link_action.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_session_cross_tab_sync.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_session_db_sidecar_reconciliation.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_session_discoverability_audit.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_session_discoverability_invariants.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_session_discoverability_repair.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_session_display_resolver_no_live_rebuild.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_session_duplicate.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_session_duplicate_edit.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_session_duplicate_fields.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_session_endless_scroll.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_session_events.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_session_events_http_integration.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_session_export_html_palette.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_session_export_subpath_urls.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_session_import_cli_fallback_model.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_session_import_cli_sse_refresh.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_session_import_workspace_validation.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_session_index.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_session_index_lock_window.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_session_index_parse_bytes.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_session_jump_buttons.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_session_lineage_collapse.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_session_lineage_full_transcript.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_session_lineage_metadata_api.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_session_lineage_report.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_session_list_cache_bounded.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_session_list_long_history_perf.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_session_lost_response_regression.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_session_message_window_renderable_tail.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_session_metadata_cli_lookup.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_session_metadata_fast_path.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_session_model_resolution_on_load.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_session_msg_limit_ceiling.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_session_ops.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_session_public_share.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_session_public_share_static.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_session_recovery_api.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_session_recovery_audit.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_session_rename_lifecycle.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_session_rotate_url_sync.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_session_runtime_ownership_invariants.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_session_save_empty_pending_guard.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_session_save_mode.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_session_search_bfcache_822.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_session_sidebar_cache.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_session_sidebar_relative_time.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_session_sidebar_resilience.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_session_sidecar_repair.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_session_static_assets.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_session_summary_redaction.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_session_switch_busy_race.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_session_switch_performance.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_session_tail_payload.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_session_title_regenerate_controls.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_session_todo_state_route.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_session_touch_actions.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_session_truncate_alignment_performance.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_session_truncate_keep_count_validation.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_session_unread_dot_on_visit.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_sessions_route.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_sessions_search_depth_validation.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_sessions_search_profile_scope.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_settings_appearance_defaults_honoured.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_settings_navigation_and_detail_refresh.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_shift_enter_send_key.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_shutdown_audit_logging.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_sidebar_collapse_toggle.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_sidebar_completion_dedupe.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_sidebar_first_turn_visibility.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_sidebar_pin_immediate_reorder.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_sidebar_search_highlights.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_sidebar_session_partition.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_sidebar_tab_order.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_sidebar_tab_visibility.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_sidebar_tooltips.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_sidebar_unassigned_filter.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_sienna_skin.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_silent_control_suppression.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_silent_failure_detection.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_simplified_tool_calling_setting.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_skill_detail_error_guard.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_skill_detail_markdown_styling.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_skill_save_symlink_guard.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_skill_usage.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_skills_category_collapse.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_skills_toggle.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_smd_media_in_stream.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_smooth_text_fade.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_soul_memory.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_spanish_locale.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_sprint1.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_sprint10.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_sprint11.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_sprint12.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_sprint13.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_sprint14.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_sprint15.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_sprint16.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_sprint17.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_sprint19.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_sprint2.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_sprint20.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_sprint20b.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_sprint23.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_sprint26.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_sprint27.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_sprint28.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_sprint29.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_sprint3.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_sprint30.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_sprint31.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
tests/test_sprint32.py	external-migration/backup artifact: permission-only	blob identical to HEAD; only executable bit changed
